,MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,MSZoning_RL,MSZoning_RM,Alley_Grvl,Alley_nan,LotShape_IR1,LotShape_Reg,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,Neighborhood_BrkSide,Neighborhood_CollgCr,Neighborhood_Gilbert,Neighborhood_NAmes,Neighborhood_NridgHt,Neighborhood_OldTown,Condition1_Norm,BldgType_1Fam,BldgType_2fmCon,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_SFoyer,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_MetalSd,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,MasVnrType_BrkFace,MasVnrType_Stone,MasVnrType_nan,ExterQual_Gd,ExterQual_TA,ExterCond_Gd,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtFinType1_GLQ,BsmtFinType1_Rec,BsmtFinType2_Rec,HeatingQC_Ex,HeatingQC_Gd,CentralAir_N,CentralAir_Y,Electrical_SBrkr,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Gd,FireplaceQu_TA,FireplaceQu_nan,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageCond_Fa,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,Fence_GdPrv,Fence_MnPrv,Fence_nan,SaleType_New,SaleType_WD,SaleCondition_Partial,SalePrice
0,0.1764705882352941,0.0650684931506849,0.4444444444444445,0.25,0.2101449275362323,0.0,0.0,0.0,0.0,0.4148116438356164,0.1585924713584288,0.1333753413148498,0.1186440677966101,0.1657874905802562,0.0,0.25,0.25,0.3333333333333333,0.3076923076923077,0.0,0.0801282051282044,0.2,0.1451612903225806,0.0,0.0,0.0760869565217391,0.7272727272727273,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1787122304819136
1,0.2352941176470588,0.2671232876712328,0.7777777777777777,0.5,0.9565217391304356,0.8999999999999986,0.2425,0.1718639262934089,0.0,0.0710616438356164,0.185924713584288,0.1684520058811174,0.6450363196125908,0.4020346646571213,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6153846153846154,0.25,0.3493589743589735,0.6000000000000001,0.5860215053763441,0.1292134831460674,0.2075471698113207,0.0,0.4545454545454545,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4431328982085821
2,0.588235294117647,0.0924657534246575,0.8888888888888888,0.5,0.9710144927536232,0.93333333333333,0.3575,0.0735294117647058,0.0,0.5355308219178082,0.2726677577741407,0.2797731568998109,0.0,0.2509419743782969,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3076923076923077,0.25,0.3557692307692299,0.4,0.3864247311827957,0.1601123595505618,0.1010781671159029,0.0,0.4545454545454545,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1772497251002777
3,0.1764705882352941,0.1335616438356164,0.5555555555555556,0.875,0.4927536231884062,0.93333333333333,0.0,0.0,0.0,0.3082191780821918,0.1178396072013093,0.0894770006301197,0.1598062953995157,0.1424265259984928,0.0,0.25,0.375,0.3333333333333333,0.2307692307692307,0.0,0.1442307692307691,0.2,0.1612903225806451,0.0,0.0,0.0,0.5454545454545454,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1937076342626066
4,0.0,0.2020547945205479,0.5555555555555556,0.625,0.6231884057971016,0.1333333333333328,0.05125,0.0,0.0,0.0684931506849315,0.0261865793780687,0.169712245326612,0.0,0.1522230595327807,0.0,0.25,0.25,0.3333333333333333,0.2307692307692307,0.25,0.2019230769230766,0.2,0.2580645161290322,0.0,0.0377358490566037,0.0632411067193675,0.2727272727272727,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1776208134987654
5,0.2352941176470588,0.2020547945205479,0.5555555555555556,0.875,0.6666666666666679,0.7166666666666686,0.2125,0.0949681077250177,0.0766710353866317,0.0723458904109589,0.1345335515548281,0.1440873766015543,0.4024213075060532,0.2857950263752826,0.0,0.5,0.375,0.3333333333333333,0.3846153846153847,0.25,0.2211538461538458,0.4,0.2956989247311828,0.1678370786516854,0.0566037735849056,0.0,0.5454545454545454,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2112206637966949
6,0.0,0.1952054794520547,0.7777777777777777,0.5,0.9855072463768124,0.9833333333333344,0.12125,0.0,0.0,0.6733732876712328,0.2574468085106383,0.2612896450325561,0.0,0.2343632253202712,0.0,0.5,0.375,0.3333333333333333,0.3846153846153847,0.25,0.3621794871794863,0.6000000000000001,0.5645161290322581,0.0,0.0485175202156334,0.0,0.3636363636363636,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3502152478822385
7,0.1764705882352941,0.1027397260273972,0.5555555555555556,0.625,0.3840579710144922,0.6666666666666643,0.0,0.0467753366406803,0.0,0.3047945205479452,0.1597381342062193,0.1734929636630959,0.2169491525423728,0.2400150715900527,0.0,0.5,0.375,0.3333333333333333,0.3846153846153847,0.25,0.0961538461538458,0.2,0.1451612903225806,0.1032303370786516,0.0215633423180593,0.0,0.8181818181818182,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.142410776281072
8,0.0,0.3047945205479451,0.7777777777777777,0.5,0.9782608695652169,0.9500000000000028,0.0,0.2689581856839121,0.0,0.2525684931506849,0.3450081833060556,0.3755513547574038,0.0,0.3368500376789751,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3846153846153847,0.25,0.3589743589743586,0.6000000000000001,0.6303763440860215,0.0912921348314606,0.1913746630727762,0.0,0.9090909090909092,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2054296599212012
9,0.1764705882352941,0.1061643835616438,0.4444444444444445,0.625,0.4057971014492754,0.0,0.0,0.0,0.0,0.4460616438356164,0.1705400981996726,0.148708254568368,0.2585956416464891,0.2339864355689525,0.0,0.25,0.375,0.3333333333333333,0.4615384615384615,0.25,0.1057692307692299,0.2,0.1512096774193548,0.0,0.0,0.0,0.6363636363636364,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1584502152478822
